benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
442,3.9,54,Schlumberger, Company - Public (SLB) ,3.5,10000+ employees,, 1926, Oil & Gas Services, 2.9,"1,928","Houston, TX",9,18,5203,73,64, $10+ billion (USD) per year,Sometimes your work life balance suffer No life plenty of work never home long hours,Good pay and career opportunities Great work environment people,,SLB,www.slb.com,2010
179,4.2,26,CareerBuilder, Company - Private,2.4,1001 to 5000 employees,, 1995, Internet, 2.7,166,"Chicago, IL",22,17,1163,61,28, $100 to $500 million (USD) per year,Since our leveraged buyout by Apollo Global these reason to work here no longer exist 95 of the sales reps that were in my hiring class are gone,Amazing flexibility and work life balance Great Benefits Great Work Life Balance,,,hiring.careerbuilder.com,2010
775,3.9,63,Qualcomm, Company - Public (QCOM) ,3.8,10000+ employees,, 1985, Computer Hardware & Software, 3.1,"2,019","San Diego, CA",13,24,5039,63,71, $10+ billion (USD) per year,Employee should learn work life balance long hours little growth for non engineer,Good work life balance and we can learn more Good benefits for the employees,,QCOM,www.qualcomm.com,2010
266,3.6,96,Edward Jones, Company - Private,4.0,10000+ employees,, 1922, Investment Banking & Asset Management, 3.1,"1,009","Saint Louis, MO",16,20,2515,64,77, $5 to $10 billion (USD) per year,Hard to build a business from scratch door knocking Get used to Door to door prospecting,We are given an enormous amount of support from our home office Great training for resume building,,,www.edwardjones.com,2010
153,3.9,85,Edelman, Company - Private,3.1,5001 to 10000 employees,, 1952, Advertising & Marketing, 2.9,510,"New York, NY",13,20,912,67,52, $500 million to $1 billion (USD) per year,work life balance can be tough Are there times when you re going to need to work some long hours or endure a heavy week and some weekend work,Great enthusiastic and smart people great work culture flexible and good work life balance,,,www.edelman.com,2010
2303,4.5,91,Apple, Company - Public (AAPL) ,4.0,10000+ employees,, 1976, Computer Hardware & Software, 3.0,"7,031","Cupertino, CA",15,20,14921,65,77, $10+ billion (USD) per year,Work life balance is non existent working in a mall with long hours,Great company with great benefits It s a really fun work environment,,AAPL,www.apple.com,2010
547,3.8,86,FedEx, Company - Public (FDX) ,3.7,10000+ employees,, 1973, Express Delivery Services, 2.5,887,"Memphis, TN",12,18,4438,70,73, $10+ billion (USD) per year,Sometimes you have to work long hours moving heavy boxes Living in Memphis is kind of scary,They emphasize the work life balance Great benefits and work environment,,FDX,www.fedex.com,2010
377,4.2,92,Chevron, Company - Public (CVX) ,4.0,10000+ employees,, 1879, Oil & Gas Exploration & Production, 2.8,618,"San Ramon, CA",7,17,2497,76,82, $10+ billion (USD) per year,Since the down of oil prices they cut down facilities and salaries for intern Work Life Balance was not so easy,Competitve pay with good work life balance Good and standard work environment,,CVX,www.chevron.com,2010
754,4.0,74,Publix, Company - Private,3.7,10000+ employees,, 1930, Grocery Stores & Supermarkets, 1.9,"1,045","Lakeland, FL",9,12,6380,79,71, $10+ billion (USD) per year,very difficult to get full time Sometimes hard to maintain consistent hours as part time,Great company with great benefits Good benefits good work environment good hours pay is decent,,,www.publix.com,2010
447,4.1,87,Medtronic, Company - Public (MDT) ,3.6,10000+ employees,, 1949, Biotech & Pharmaceuticals, 2.9,903,"Dublin, Co. Dublin (Ireland)",18,19,3255,63,71, $10+ billion (USD) per year,As I am in sales so some work life balance Large company with lots of commotion,Had a good home life work life balance Good benefits and compensation package,,MDT,www.medtronic.com,2010
147,4.3,84,FactSet, Company - Public (FDS) ,3.7,5001 to 10000 employees,, 1978, Financial Analytics & Research, 3.0,"1,079","Norwalk, CT",12,23,1530,65,78, $1 to $2 billion (USD) per year,Career growth is one of the drawback This has degraded the company s previous strength in work life balance,Aside from monetary compensation it maintains an excellent work life balance while always presenting challenging work Free lunch and snacks is a nice perk as well,,FDS,www.factset.com,2010
542,4.2,86,Goldman Sachs, Company - Public (GS) ,3.9,10000+ employees,, 1869, Investment Banking & Asset Management, 3.1,"4,588","New York, NY",11,26,5490,63,75, $10+ billion (USD) per year,May occasionally have long hours Work life balance could be improved,Smart people all around to stimulate motivation A great challenging work environment,,GS,www.goldmansachs.com,2010
319,3.9,84,NetApp, Company - Public (NTAP) ,3.9,10000+ employees,, 1992, Enterprise Software & Network Solutions, 3.0,606,"Sunnyvale, CA",14,20,1252,66,78, $5 to $10 billion (USD) per year,gt Intense political infighting amongst middle management Move to cloud too late lot of middle management,Collaboration work life balance awesome product portfolio Great Place to start your career,,NTAP,www.netapp.com,2010
1243,4.6,92,Google, Company - Public (GOOG) ,4.4,10000+ employees,, 1998, Internet, 3.3,"9,869","Mountain View, CA",16,23,9301,61,86, $10+ billion (USD) per year,Work life balance is questionable It s a big company with inexperienced management,It s great they always have free food Very smart people with great work life balance,,GOOG,www.google.com,2010
143,3.6,80,National Instruments, Company - Public (NATI) ,3.6,5001 to 10000 employees,, 1976, Electrical & Electronic Manufacturing, 3.0,715,"Austin, TX",8,19,1357,73,65, $1 to $2 billion (USD) per year,Low salary all the opportunities are in Austin only Low pay plus as an intern you will not be given that many important responsibilities,Great work life balance with very flexible work hours Incredible people incredible work environment,,NATI,www.ni.com,2010
346,3.4,74,Kraft Heinz Company, Company - Public (KHC) ,3.0,10000+ employees,, 2015, Food & Beverage Manufacturing, 3.0,805,"Chicago, IL",24,23,3371,53,52, $10+ billion (USD) per year,We need improvements on work life balance in the Latam Zone Long hours poor management high insurance premiums,Work life balance investment in professional development Lots of resonsibility great people who are very fun to work with,,KHC,www.kraftheinzcompany.com,2010
479,3.3,90,Northwestern Mutual, Company - Private,3.8,5001 to 10000 employees,, 1857, Brokerage Services, 2.4,"2,609","Milwaukee, WI",13,27,3542,60,64, $10+ billion (USD) per year,Having to call on friends and family 100 commission based you get paid based on how hard you work,Great People flexibile hours and good pay Backed by a giving company who cares about their employees and provide great training and development,,,www.northwesternmutual.com,2010
221,4.2,80,Juniper Networks, Company - Public (JNPR) ,3.7,5001 to 10000 employees,, 1996, $2 to $5 billion (USD) per year, 3.1,476,"Sunnyvale, CA",17,18,2176,65,72,,Work life balance is little messed up Work gets repetitive and upper management sometimes meddles a lot in your work,Work life balance is maintained Good work environment and exposure,,JNPR,www.juniper.net,2010
361,4.0,88,Procter & Gamble, Company - Public (PG) ,4.0,10000+ employees,, 1837, $10+ billion (USD) per year, 3.3,"2,698","Cincinnati, OH",9,21,6639,70,84,,algumas pessoas com a mentalidade muito fora da P G Work life balance could be improved,People at P G are known for being top notch they re always happy to help regardless of their ranking in the company Work life balance is well promoted,,PG,www.pg.com,2010
167,4.7,94,Boston Consulting Group, Company - Private,4.2,Unknown,, 1963, Consulting, 3.7,"1,600","Boston, MA",12,17,2186,71,83, $5 to $10 billion (USD) per year,Tough work life balance typical to consulting Long hours same as any top tier consulting firm,Working with Wonderful smart people very supportive culture with great people that want to help you grow and succeed,,,www.bcg.com,2010
178,4.2,33,MITRE, Nonprofit Organization,3.3,5001 to 10000 employees,, 1958, Federal Agencies, 2.8,230,"Bedford, MA",13,16,934,71,57, $1 to $2 billion (USD) per year,The seniors seem to forget what is like to be in the trenches solving problems for sponsors Lots of turnover in upper management,Great work life balance little to no overtime is expected Fair employment practices Low Stress for the most part Great Benefits,,,www.mitre.org,2010
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1258,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,,,www.slalom.com,2010
228,4.1,89,General Mills, Company - Public (GIS) ,3.7,10000+ employees,, 1866, Food & Beverage Manufacturing, 3.2,717,"Minneapolis, MN",10,17,2100,73,76, $10+ billion (USD) per year,Work life balance can be a challenge in our digital age Decision making tension between region amp local markets hasn t been fully resolved yet,Flexibility in work life balance flexibility great people great opportunities for growth,,GIS,www.generalmills.com,2010
398,3.7,89,Cummins, Company - Public (CMI) ,3.9,10000+ employees,, 1919, Transportation Equipment Manufacturing, 2.8,"1,092","Columbus, IN",8,19,2903,73,84, $10+ billion (USD) per year,Work life balance can be improved Headquarters is in a small town,it has the perfect work life balance Great work environment and helpful people,,CMI,www.cummins.com,2011
329,4.0,72,Deutsche Bank, Company - Public (DB) ,3.4,10000+ employees,, 1870, Investment Banking & Asset Management, 3.0,"1,593",Frankfurt am Main (Germany),15,25,4700,60,58, $10+ billion (USD) per year,Must be prepared to work long hours Work life balance low increaments,Best work life balance to work with This company is the best because if its work environment,,DB,www.db.com,2011
485,4.0,93,NIKE, Company - Public (NKE) ,3.9,10000+ employees,, 1972, Consumer Products Manufacturing, 2.6,"1,421","Beaverton, OR",11,16,4558,73,81, $10+ billion (USD) per year,long hours really hard but it isnt that bad We are open until 11PM so the work life balance is almost nonexistent,You get the best work environment Great team with an even better work life balance,,NKE,jobs.nike.com,2011
730,4.0,93,American Express, Company - Public (AXP) ,4.0,10000+ employees,, 1850, Financial Transaction Processing, 3.0,"1,901","New York, NY",18,18,6924,64,80, $10+ billion (USD) per year,Can do more with work life balance Decision making can be a little slow at times but they are working on that,Work life balance is very nice here Best work environment as employees feel respected,,AXP,www.americanexpress.com,2011
1625,4.2,83,Intel Corporation, Company - Public (INTC) ,4.0,10000+ employees,, 1968, Computer Hardware & Software, 3.0,"3,558","Santa Clara, CA",7,19,11850,74,80, $10+ billion (USD) per year,But work life balance totally compensates for that Big company gt good for career development but hard to executive your own innovative ideas,It works out because work life balance is very good Great Place To Work with good benefits,,INTC,www.intel.com,2011
729,3.9,91,Morgan Stanley, Company - Public (MS) ,3.7,10000+ employees,, 1935, Investment Banking & Asset Management, 3.1,"3,446","New York, NY",12,25,6579,63,73, $10+ billion (USD) per year,Sometimes long hours can be a burden Like all banks work life balance can be a challenge,Good work life balance and Salary Great work environment with decent pay,,MS,www.morganstanley.com,2011
775,3.9,63,Qualcomm, Company - Public (QCOM) ,3.8,10000+ employees,, 1985, Computer Hardware & Software, 3.1,"2,019","San Diego, CA",13,24,5039,63,71, $10+ billion (USD) per year,Employee should learn work life balance long hours little growth for non engineer,Good work life balance and we can learn more Good benefits for the employees,,QCOM,www.qualcomm.com,2011
186,4.1,96,John Deere, Company - Public (DE) ,4.1,10000+ employees,, 1837, Industrial Manufacturing, 3.0,554,"Moline, IL",8,14,2008,78,84, $10+ billion (USD) per year,work life balance issues for few support departments Some complain it is Midwest centric but there are locations around the world,Healthy corporate culture with work life balance There were so many smart people yet the work environment was collaborative not competetive,,DE,www.deere.com,2011
754,4.0,74,Publix, Company - Private,3.7,10000+ employees,, 1930, Grocery Stores & Supermarkets, 1.9,"1,045","Lakeland, FL",9,12,6380,79,71, $10+ billion (USD) per year,very difficult to get full time Sometimes hard to maintain consistent hours as part time,Great company with great benefits Good benefits good work environment good hours pay is decent,,,www.publix.com,2011
140,3.6,72,Fluor, Company - Public (FLR) ,3.8,10000+ employees,, 1890, Construction, 2.6,249,"Irving, TX",7,14,1600,79,77, $10+ billion (USD) per year,No job security for project based employees No cons as per my opinion i just wanted to learn on more areas,The work environment is welcoming Bat work life balance with lots of learning,,FLR,www.fluor.com,2011
428,4.3,87,Travelers, Company - Public (TRV) ,3.8,10000+ employees,, 1853, Insurance Carriers, 3.0,"1,068","Hartford, CT",18,22,2439,60,75, $10+ billion (USD) per year,Work Life Balance is emphasized but many roles don t afford this luxury Primary office location in Hartford,You d expect to get great benefits from a company with 30k employees and you d right Work life balance better than industry,,TRV,www.travelers.com,2011
1243,4.6,92,Google, Company - Public (GOOG) ,4.4,10000+ employees,, 1998, Internet, 3.3,"9,869","Mountain View, CA",16,23,9301,61,86, $10+ billion (USD) per year,Work life balance is questionable It s a big company with inexperienced management,It s great they always have free food Very smart people with great work life balance,,GOOG,www.google.com,2011
211,3.6,85,MassMutual, Company - Private,3.7,5001 to 10000 employees,, 1851, Insurance Carriers, 2.5,407,"Springfield, MA",14,26,1125,60,68, $10+ billion (USD) per year,Depending on career it could be all commission based Main Campus Located in Springfield,Very supportive work environment Great benefits in the long term,,,www.massmutual.com,2011
249,4.0,87,Bristol-Myers Squibb, Company - Public (BMY) ,3.8,10000+ employees,, 1858, Biotech & Pharmaceuticals, 2.9,383,"New York, NY",14,17,1556,69,80, $10+ billion (USD) per year,Upper Management needs to get a better understanding of the work being done at lower levels and resourcing needs to be addressed Managers not on the same page with work life balance,Company has a great work life balance Great open work environment in central NJ,,BMY,www.bms.com,2011
377,4.2,92,Chevron, Company - Public (CVX) ,4.0,10000+ employees,, 1879, Oil & Gas Exploration & Production, 2.8,618,"San Ramon, CA",7,17,2497,76,82, $10+ billion (USD) per year,Since the down of oil prices they cut down facilities and salaries for intern Work Life Balance was not so easy,Competitve pay with good work life balance Good and standard work environment,,CVX,www.chevron.com,2011
121,3.6,91,Synopsys, Company - Public (SNPS) ,3.8,10000+ employees,, 1986, Computer Hardware & Software, 3.1,334,"Mountain View, CA",12,13,1434,75,76, $2 to $5 billion (USD) per year,Nothing is bad as they permit good work life balance WFH etc Not for employees looking for personal career growth,Nice company with good work life balance Challenging and motivated work environment,,SNPS,www.synopsys.com,2011
341,4.1,83,BB&T, Company - Public (BBT) ,3.4,10000+ employees,, 1872, Investment Banking & Asset Management, 2.6,459,"Winston-Salem, NC",14,18,1776,68,59, $5 to $10 billion (USD) per year,Sales goals are almost unreachable for everyone starting 2019 Upper Management can be hard to deal with Audit Reviews,Great Benefits Great People Great Opportunity Great place to work good benefits,,BBT,www.bbt.jobs,2011
361,4.0,88,Procter & Gamble, Company - Public (PG) ,4.0,10000+ employees,, 1837, $10+ billion (USD) per year, 3.3,"2,698","Cincinnati, OH",9,21,6638,70,84,,algumas pessoas com a mentalidade muito fora da P G Work life balance could be improved,People at P G are known for being top notch they re always happy to help regardless of their ranking in the company Work life balance is well promoted,,PG,www.pg.com,2011
479,3.3,90,Northwestern Mutual, Company - Private,3.8,5001 to 10000 employees,, 1857, Brokerage Services, 2.4,"2,609","Milwaukee, WI",13,27,3542,60,64, $10+ billion (USD) per year,Having to call on friends and family 100 commission based you get paid based on how hard you work,Great People flexibile hours and good pay Backed by a giving company who cares about their employees and provide great training and development,,,www.northwesternmutual.com,2011
70,4.1,93,Analog Devices, Company - Public (ADI) ,3.9,10000+ employees,, 1965, Electrical & Electronic Manufacturing, 3.1,232,"Norwood, MA",11,15,656,74,86, $5 to $10 billion (USD) per year,Career growth business growth on the slower side Job satisfaction highly dependant on middle management capabilities,Good work life balance hours are not crazy and people are generally understanding and co operative very good working environment and working with talent people,,ADI,www.analog.com,2011
2303,4.5,91,Apple, Company - Public (AAPL) ,4.0,10000+ employees,, 1976, Computer Hardware & Software, 3.0,"7,031","Cupertino, CA",15,20,14922,65,77, $10+ billion (USD) per year,Work life balance is non existent working in a mall with long hours,Great company with great benefits It s a really fun work environment,,AAPL,www.apple.com,2011
143,3.6,80,National Instruments, Company - Public (NATI) ,3.6,5001 to 10000 employees,, 1976, Electrical & Electronic Manufacturing, 3.0,715,"Austin, TX",8,19,1357,73,65, $1 to $2 billion (USD) per year,Low salary all the opportunities are in Austin only Low pay plus as an intern you will not be given that many important responsibilities,Great work life balance with very flexible work hours Incredible people incredible work environment,,NATI,www.ni.com,2011
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,, 1926, Consulting, 3.8,"2,214","New York, NY",13,21,3586,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,,,www.mckinsey.com,2011
542,4.2,86,Goldman Sachs, Company - Public (GS) ,3.9,10000+ employees,, 1869, Investment Banking & Asset Management, 3.1,"4,588","New York, NY",11,26,5490,63,75, $10+ billion (USD) per year,May occasionally have long hours Work life balance could be improved,Smart people all around to stimulate motivation A great challenging work environment,,GS,www.goldmansachs.com,2011
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,,,www.traderjoes.com,2011
319,3.9,84,NetApp, Company - Public (NTAP) ,3.9,10000+ employees,, 1992, Enterprise Software & Network Solutions, 3.0,606,"Sunnyvale, CA",14,20,1252,66,78, $5 to $10 billion (USD) per year,gt Intense political infighting amongst middle management Move to cloud too late lot of middle management,Collaboration work life balance awesome product portfolio Great Place to start your career,,NTAP,www.netapp.com,2011
93,3.3,100,Shutterfly, Company - Public (SFLY) ,3.2,10000+ employees,, 1999, Internet, 2.8,172,"Redwood City, CA",31,19,510,50,53, $2 to $5 billion (USD) per year,Work Life balance is non existent from November January There is lack of support from upper management for the cause,Work life balance is a definite plus along with work flexibility Great people to work with competitive pay and good benefits,,SFLY,www.shutterflyinc.com,2011
147,4.2,82,QuikTrip, Company - Private,3.7,5001 to 10000 employees,, 1958, Convenience Stores & Truck Stops, 2.3,314,"Tulsa, OK",6,12,1409,82,70, $1 to $2 billion (USD) per year,there are no breaks while working so you have to find time for yourself to eat and drink Part time Clerks don t get many benefits vs that of full time workers,Great pay fast paced good benefits Good pay for the convenience store industry,,,www.quiktrip.com,2011
178,4.2,33,MITRE, Nonprofit Organization,3.3,5001 to 10000 employees,, 1958, Federal Agencies, 2.8,230,"Bedford, MA",13,16,934,71,57, $1 to $2 billion (USD) per year,The seniors seem to forget what is like to be in the trenches solving problems for sponsors Lots of turnover in upper management,Great work life balance little to no overtime is expected Fair employment practices Low Stress for the most part Great Benefits,,,www.mitre.org,2011
179,4.2,26,CareerBuilder, Company - Private,2.4,1001 to 5000 employees,, 1995, Internet, 2.7,166,"Chicago, IL",22,17,1163,61,28, $100 to $500 million (USD) per year,Since our leveraged buyout by Apollo Global these reason to work here no longer exist 95 of the sales reps that were in my hiring class are gone,Amazing flexibility and work life balance Great Benefits Great Work Life Balance,,,hiring.careerbuilder.com,2011
48,4.0,95,Susquehanna International Group, Company - Private,3.7,1001 to 5000 employees,, 1987, Investment Banking & Asset Management, 3.2,656,"Bala Cynwyd, PA",15,27,404,58,75, Unknown / Non-Applicable,Can be long hours but is to be expected in such a competitive firm Get paid much less than traders and tech,Free lunch gym and fun employee events Free breakfast and lunch which changes daily,,,www.sig.com,2011
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1258,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,,,www.slalom.com,2011
202,4.5,83,SAS Institute, Company - Private,3.8,10000+ employees,, 1976, Computer Hardware & Software, 2.9,273,"Cary, NC",18,18,1261,64,71, $2 to $5 billion (USD) per year,Cary NC is not that exciting of a town overall it is a great place to work,The work life balance is great Great benefits competitive compensation and great work environment,,,www.sas.com,2011
167,4.7,94,Boston Consulting Group, Company - Private,4.2,Unknown,, 1963, Consulting, 3.7,"1,600","Boston, MA",12,17,2186,71,83, $5 to $10 billion (USD) per year,Tough work life balance typical to consulting Long hours same as any top tier consulting firm,Working with Wonderful smart people very supportive culture with great people that want to help you grow and succeed,,,www.bcg.com,2011
153,3.9,85,Edelman, Company - Private,3.1,5001 to 10000 employees,, 1952, Advertising & Marketing, 2.9,510,"New York, NY",13,20,912,67,52, $500 million to $1 billion (USD) per year,work life balance can be tough Are there times when you re going to need to work some long hours or endure a heavy week and some weekend work,Great enthusiastic and smart people great work culture flexible and good work life balance,,,www.edelman.com,2011
228,4.1,89,General Mills, Company - Public (GIS) ,3.7,10000+ employees,, 1866, Food & Beverage Manufacturing, 3.2,717,"Minneapolis, MN",10,17,2100,73,76, $10+ billion (USD) per year,Work life balance can be a challenge in our digital age Decision making tension between region amp local markets hasn t been fully resolved yet,Flexibility in work life balance flexibility great people great opportunities for growth,,GIS,www.generalmills.com,2011
113,4.8,99,Bain & Company, Company - Private,4.6,5001 to 10000 employees,, 1973, Consulting, 3.6,"1,203","Boston, MA",7,18,2679,75,94, $2 to $5 billion (USD) per year,Client service model can mean long hours Work life balance pode melhorar,Great people amp team A Bainie never lets another Bainie fail World class professional development,,,www.bain.com,2011
321,4.5,91,Southwest Airlines, Company - Public (LUV) ,4.3,10000+ employees,, 1967, Airlines, 2.6,"1,133","Dallas, TX",8,12,1777,80,84, $10+ billion (USD) per year,Sometimes there s mandatory overtime but they make you aware of that going in The airline doesn t fly to Asia or Europe,Great company culture with great benefits Flight Benefits amp other travel benefits it s such an awesome perk to be able to jump on a plane anytime I need without too much hassle,,LUV,www.southwest.com,2011
488,4.7,91,Facebook, Company - Public (FB) ,4.4,10000+ employees,, 2004, Internet, 3.1,"5,197","Menlo Park, CA",21,22,1445,57,87, $10+ billion (USD) per year,Work life balance can be better sometimes long hours and disconnect to overall strategy,Free food great atmosphere like a university campus Working with really smart people,,FB,www.facebook.com,2011
193,3.9,98,NVIDIA, Company - Public (NVDA) ,4.6,10000+ employees,, 1993, Computer Hardware & Software, 3.2,"1,089","Santa Clara, CA",17,24,809,59,94, $5 to $10 billion (USD) per year,Work life balance is sometimes a problem I found No cons as of working here,Great work culture free food cutting edge technology Good work environment good compensation,,NVDA,www.nvidia.com,2012
297,4.0,85,Viacom, Company - Public (VIA) ,3.5,5001 to 10000 employees,, 1971, Motion Picture Production & Distribution, 2.6,489,"New York, NY",16,18,1475,66,63, $10+ billion (USD) per year,the times square location isn t ideal long hours and management can be a little messy,Learning experience and supportive work environment team work life balance good supervisor,,VIA,www.viacom.com,2012
215,4.3,76,Eli Lilly and Company, Company - Public (LLY) ,3.8,10000+ employees,, 1876, Biotech & Pharmaceuticals, 3.1,536,"Indianapolis, IN",12,21,1784,67,75, $10+ billion (USD) per year,Indianapolis can be perceived as somewhat boring Weak pipeline and continuous restructuring,Benefits flexibility work life balance work from home opportunities personal well being encouraged Great benefits in an affordable city,,LLY,www.lilly.com,2012
1291,4.0,93,PwC, Company - Private,3.8,10000+ employees,, 1998, Accounting, 2.9,"8,609","New York, NY",9,18,23110,73,79, $5 to $10 billion (USD) per year,they have very long working hours Little focus on work life balance,Great work environment in the company Great people good mentorship culture,,,www.pwc.com,2012
1383,3.7,88,Nordstrom, Company - Public (JWN) ,3.6,10000+ employees,, 1901," Department, Clothing, & Shoe Stores", 2.5,"3,385","Seattle, WA",10,18,11124,72,66, $10+ billion (USD) per year,Returns that hurt your commission Long hours standing and no flexibility in schedule,Working with the best customer service team Great company morale employees work as a team to help each other,,JWN,www.nordstrom.com,2012
1610,4.1,91,Accenture, Company - Public (ACN) ,3.8,10000+ employees,, 1989, Consulting, 2.8,"12,428","Dublin, Co. Dublin (Ireland)",13,17,5654,70,78, $10+ billion (USD) per year,High work volumes which can at times impact work life balance Sometimes I have long working hours,Work life balance is well maintained Good work culture for employees,,ACN,www.accenture.com,2012
595,4.5,93,Intuit, Company - Public (INTU) ,4.3,5001 to 10000 employees,, 1983, Computer Hardware & Software, 3.0,"1,133","Mountain View, CA",24,16,4221,60,86, $2 to $5 billion (USD) per year,Some business units have less work life balance respect Too much pressure for middle management,The company has a good work life balance One of the best companies with great benefits,,INTU,www.intuit.com,2012
542,4.2,86,Goldman Sachs, Company - Public (GS) ,3.9,10000+ employees,, 1869, Investment Banking & Asset Management, 3.1,"4,588","New York, NY",11,26,5490,63,75, $10+ billion (USD) per year,May occasionally have long hours Work life balance could be improved,Smart people all around to stimulate motivation A great challenging work environment,,GS,www.goldmansachs.com,2012
295,3.7,75,Groupon, Company - Public (GRPN) ,3.4,5001 to 10000 employees,, 2008, Internet, 2.8,931,"Chicago, IL",25,23,2613,52,63, $2 to $5 billion (USD) per year,Managers need to do what they do without upper management getting involved Many merchants have been burned and won t give you the time of day,Great work environment and culture Better internal opportunities across teams Reasonable pay hike Free transport No dress code,,GRPN,www.grouponcareers.com,2012
383,3.6,90,Sephora, 1969,3.5,10000+ employees,,, Company - Private, 2.5,"1,156","San Francisco, CA",15,18,1558,67,65, Beauty & Personal Accessories Stores,Work life balance is good but sometimes this means they offer less hours No work life balance if you are a full time employee,You also get free products in the form of monthly gratis Fun environment and great coworkers,,,jobs.sephora.com,2012
1146,3.9,96,EY, Company - Private,3.7,10000+ employees,, 1989, Accounting, 2.8,"8,331","London, England (UK)",9,18,22615,73,78, $10+ billion (USD) per year,Have to work at work life balance Long working hours during business season,Work life balance is heavily promoted on my team Good work environment with great peopl,,,www.ey.com,2012
190,4.0,83,Coach, Company - Public (TPR) ,3.7,10000+ employees,, 1941, Other Retail Stores, 2.5,423,"New York, NY",10,16,1643,74,70, $2 to $5 billion (USD) per year,Dress code is very strict long holiday hours To run the store well I had very little work life balance,Strong leadership great discount teamshare bonus great young team employee discount,,TPR,www.coach.com,2012
485,4.0,93,NIKE, Company - Public (NKE) ,3.9,10000+ employees,, 1972, Consumer Products Manufacturing, 2.6,"1,421","Beaverton, OR",11,16,4558,73,81, $10+ billion (USD) per year,long hours really hard but it isnt that bad We are open until 11PM so the work life balance is almost nonexistent,You get the best work environment Great team with an even better work life balance,,NKE,jobs.nike.com,2012
2918,4.3,77,Starbucks, Company - Public (SBUX) ,3.8,10000+ employees,, 1971, Fast-Food & Quick-Service Restaurants, 2.3,"5,097","Seattle, WA",8,16,23777,76,75, $10+ billion (USD) per year,Baristas not always inclined to come to work fast paced environment is not for everybody,great company with great benefits Good pay free coffee great benefits,,SBUX,www.starbucks.com,2012
499,3.9,67,Disney Parks & Resorts, Subsidiary or Business Segment,3.7,10000+ employees,, 1901," Museums, Zoos & Amusement Parks", 2.4,"1,000","Orlando, FL",7,15,2874,78,70, $2 to $5 billion (USD) per year,Long hours and sporadic scheduling I hate my boss since he places some cast members over others,The atmosphere of magic and opportunities to advance your career Disney is a great place to learn about working in a large company that for the most part cares about its cast members,,,home.disney.go.com/travel,2012
1625,4.2,83,Intel Corporation, Company - Public (INTC) ,4.0,10000+ employees,, 1968, Computer Hardware & Software, 3.0,"3,558","Santa Clara, CA",7,19,11849,74,80, $10+ billion (USD) per year,But work life balance totally compensates for that Big company gt good for career development but hard to executive your own innovative ideas,It works out because work life balance is very good Great Place To Work with good benefits,,INTC,www.intel.com,2012
106,4.0,88,Morningstar, Company - Public (MORN) ,3.7,5001 to 10000 employees,, 1984, Financial Analytics & Research, 2.8,384,"Chicago, IL",17,20,935,63,74, $1 to $2 billion (USD) per year,Ridiculously low pay for the software engineering industry ,Morningstar really does believe in the work life balance Employee centric work environment,,MORN,www.morningstar.com,2012
319,3.9,84,NetApp, Company - Public (NTAP) ,3.9,10000+ employees,, 1992, Enterprise Software & Network Solutions, 3.0,606,"Sunnyvale, CA",14,20,1252,66,78, $5 to $10 billion (USD) per year,gt Intense political infighting amongst middle management Move to cloud too late lot of middle management,Collaboration work life balance awesome product portfolio Great Place to start your career,,NTAP,www.netapp.com,2012
532,4.4,94,Johnson & Johnson, Company - Public (JNJ) ,4.0,10000+ employees,, 1887, Biotech & Pharmaceuticals, 2.9,"1,482","New Brunswick, NJ",13,21,5292,66,84, $10+ billion (USD) per year,A J J consumo entrou em um looping muito negativo de resultados que j Work life balance can be tricky in some departments due to lack of resources,Great work life balance at the office rios descontos em produtos J J fretado sem descontos para os estagi,,JNJ,www.jnj.com,2012
47,3.7,100,ReachLocal, 2003,4.0,1001 to 5000 employees,,, Subsidiary or Business Segment, 2.7,145,"Woodland Hills, CA",21,17,748,62,80, Advertising & Marketing,Senior management were bullies the only focus was on sales people within the business Responsibility to maintain total book of business,Reachlocal believe in work life balance The work environment is very conducive,,,www.reachlocal.com,2012
