benefits_n_reviews,benefits_rating,ceo_score,company,cotype,culture_score,employee_count,end_date,founded,industry,interview_difficulty,interview_n_reviews,location,negative_xp,neutral_xp,number_reviews,positive_xp,recommendation,revenue,reviewscon,reviewspro,start_date,ticker,website,year
135,4.2,94,The Church of Jesus Christ of Latter-day Saints, Religious Organizations,4.0,10000+ employees,10/30/16, Nonprofit Organization, Unknown / Non-Applicable, 2.7,123,"Salt Lake City, UT",7,14,633,79,77,, Not a lot of opportunity to work full time non contingent,Great work environment and coworkers Great benefits,11/2/15,,www.churchofjesuschrist.org,
83,4.0,91,Forrester, Company - Public (FORR) ,4.1,1001 to 5000 employees,10/30/16, 1983, Research & Development, 3.1,217,"Cambridge, MA",22,17,786,61,83, $100 to $500 million (USD) per year,Its incredible to be surrounded by such smart people all the time Food options for purchase are somewhat limited,Great work life balance ,11/2/15,FORR,www.forrester.com,
719,4.6,96,Salesforce, Company - Public (CRM) ,4.3,10000+ employees,10/30/16, 1999, Computer Hardware & Software, 3.2,"5,489","San Francisco, CA",9,5,5125,86,86, $10+ billion (USD) per year,Difficult to maintain work life balance There is no cons for working here,Salesforce is really a healthy organization The work life balance is amazing,11/2/15,CRM,www.salesforce.com,
135,4.2,97,MathWorks, Company - Private,4.2,1001 to 5000 employees,10/30/16, 1984, Computer Hardware & Software, 2.8,"1,885","Natick, MA",14,29,901,57,92, $1 to $2 billion (USD) per year,Limited work from home allowance Slow and or lack of career growth and if their are plans for growth they aren t communicated,Great work life balance and work culture Great Culture very open work environment,11/2/15,,www.mathworks.com,
519,4.3,96,SAP, Company - Public (SAP) ,4.5,10000+ employees,10/30/16, 1972, Computer Hardware & Software, 2.9,"2,186","Walldorf, Baden-Württemberg (Germany)",13,13,11340,74,92, $10+ billion (USD) per year,Work life balance sometimes is a problem Honestly no cons for this company,Good work life balance is encouraged Everything is good especially the work environment,11/2/15,SAP,www.sap.com/careers,
135,4.1,93,Paylocity, Company - Public (PCTY) ,4.2,1001 to 5000 employees,10/30/16, 1997, Computer Hardware & Software, 2.9,246,"Schaumburg, IL",18,9,1052,73,83, $100 to $500 million (USD) per year,Still a new growing comapany with some growing pains but other than that I have no complaints There is no Cons to working at Paylocity,Good place to work to achieve work life balance The amount of money you can make at Paylocity is almost a little hard to believe especially considering you get to work from home,11/2/15,PCTY,www.paylocity.com,
176,4.3,92,Nestlé Purina U.S., 1894,4.2,10000+ employees,10/30/16,, Subsidiary or Business Segment, 3.1,453,"Saint Louis, MO",17,19,729,64,85, Consumer Products Manufacturing,Could have a better Work Life balance Long hours sometimes they can force you to stay extra hours to cover,There is an excellent work life balance Bringing well behaved pets to work is a huge perk,11/2/15,,www.nestlepurinacareers.com,
112,3.9,95,The Clorox Company, Company - Public (CLX) ,4.2,5001 to 10000 employees,10/30/16, 1913, Consumer Products Manufacturing, 3.0,183,"Oakland, CA",15,22,789,63,88, $5 to $10 billion (USD) per year,Company is heavily reliant on data almost too much and at the cost of quick decision making Encourage work life balance but not really enforced based on workload given,Excellent focus on work life balance Great people focused on great consumer brands,11/2/15,CLX,www.thecloroxcompany.com,
238,4.8,97,McKinsey & Company, Company - Private,4.5,10000+ employees,10/30/16, 1926, Consulting, 3.8,"2,215","New York, NY",13,21,3585,66,91, Unknown / Non-Applicable,Can require long hours at times Work life balance is absolutely brutal,Working with incredibly smart people who are always pushing you to get to a better answer Great people truly global opportunities,11/2/15,,www.mckinsey.com,
127,4.0,97,Power Home Remodeling, Company - Private,4.6,1001 to 5000 employees,10/30/16, 1992, Construction, 2.4,378,"Chester, PA",19,17,1644,64,91, $500 million to $1 billion (USD) per year,The schedule can be very demanding at times with late nights so a work life balance can be tricky the only downside is the long hours but that s about it,Amazing earning potential just an overall great place to work This is the most positive work environment that I have ever come across in all my years of employment,11/2/15,,www.powerhrg.com,
370,4.6,97,Adobe, Company - Public (ADBE) ,4.1,10000+ employees,10/30/16, 1982, Computer Hardware & Software, 3.1,"1,072","San Jose, CA",23,15,1141,62,84, $5 to $10 billion (USD) per year,i think there is no cons from my side Some Teams does not acheive work life balance,Awesome company with great work life balance Great benefits and good work life balance,11/2/15,ADBE,www.adobe.com,
319,4.7,97,LinkedIn, 2003,4.3,10000+ employees,10/30/16,, Subsidiary or Business Segment, 3.0,"1,657","Mountain View, CA",32,15,2519,53,84, Internet,High targets work life balance little visibility into how decisions are made by higher management After awhile you see how poorly trained some of the middle management it,You can have a very good work life balance Smart colleagues challenging problems to solve lots of free food,11/2/15,,www.linkedin.com,
156,4.3,95,In-N-Out Burger, Company - Private,4.3,10000+ employees,10/30/16, 1948, Fast-Food & Quick-Service Restaurants, 2.3,408,"Irvine, CA",7,15,1414,78,88, $100 to $500 million (USD) per year,fast paced environment you are not off the shift until the manager says so You have to work your way into a full time position,its a good company great pay flexible schedules Fast paced work environment with good pay,11/2/15,,www.in-n-out.com,
161,4.8,97,Fast Enterprises, Company - Private,4.3,1001 to 5000 employees,10/30/16, 1997, IT Services, 2.7,541,"Centennial, CO",10,15,719,75,86, $25 to $50 million (USD) per year, Might have to work long hours from time to time,You get the opportunity to work for a private company with great benefits while benefiting society Paid overtime,11/2/15,,www.fastenterprises.com,
251,4.8,91,World Wide Technology, Company - Private,3.8,5001 to 10000 employees,10/30/16, 1990, Computer Hardware & Software, 2.8,180,"Maryland Heights, MO",24,13,896,63,72, $10+ billion (USD) per year,It is seeming to get a little bit better as of late but it is visible on the floor that not everyone is a fit for WWT Wait that there job i understand the the core values but that also is a funny subject,WWT has great people who work hard but also are fun to be around Consistent messaging around leadership and Core Values,11/2/15,,www.wwt.com,
1243,4.6,92,Google, Company - Public (GOOG) ,4.4,10000+ employees,10/30/16, 1998, Internet, 3.3,"9,870","Mountain View, CA",16,23,9301,61,86, $10+ billion (USD) per year,Work life balance is questionable It s a big company with inexperienced management,It s great they always have free food Very smart people with great work life balance,11/2/15,GOOG,www.google.com,
167,4.7,94,Boston Consulting Group, Company - Private,4.2,Unknown,10/30/16, 1963, Consulting, 3.7,"1,600","Boston, MA",12,17,2186,71,83, $5 to $10 billion (USD) per year,Tough work life balance typical to consulting Long hours same as any top tier consulting firm,Working with Wonderful smart people very supportive culture with great people that want to help you grow and succeed,11/2/15,,www.bcg.com,
488,4.7,91,Facebook, Company - Public (FB) ,4.4,10000+ employees,10/30/16, 2004, Internet, 3.1,"5,197","Menlo Park, CA",21,22,1444,57,87, $10+ billion (USD) per year,Work life balance can be better sometimes long hours and disconnect to overall strategy,Free food great atmosphere like a university campus Working with really smart people,11/2/15,FB,www.facebook.com,
113,4.8,99,Bain & Company, Company - Private,4.6,5001 to 10000 employees,10/30/16, 1973, Consulting, 3.6,"1,203","Boston, MA",7,18,2679,75,94, $2 to $5 billion (USD) per year,Client service model can mean long hours Work life balance pode melhorar,Great people amp team A Bainie never lets another Bainie fail World class professional development,11/2/15,,www.bain.com,
187,4.0,97,Morrison Healthcare, 1920,4.3,10000+ employees,10/22/17,, Subsidiary or Business Segment, 2.5,174,"Sandy Springs, Fulton, GA",7,7,1648,86,91, Catering & Food Service Contractors,There are also exciting opportunities for growth within Morrison There are currently no cons that come to mind for the compamy,All around great Company ,11/1/16,,www.morrisonhealthcare.com,
156,3.8,75,adidas, Company - Public (ADDYY) ,3.8,10000+ employees,10/22/17, 1949, Consumer Products Manufacturing, 2.6,697,Herzogenaurach (Germany),13,18,2064,69,75, $10+ billion (USD) per year,Certain decision making amongst the senior management can be slow HR has to do a better job of communicating about full time opportunities,Great work environment to be in The culture and work life balance,11/1/16,ADDYY,www.adidas-group.com,
100,4.0,92,Ceridian, Company - Public (CDAY) ,4.2,1001 to 5000 employees,10/22/17, 1991, Enterprise Software & Network Solutions, 2.9,191,"Minneapolis, MN",24,16,1358,60,82, $500 million to $1 billion (USD) per year,No Work life balance I work 60 80 hours a week since we went public Would like to see more national media advertising of Ceridian and Dayforce,promotes good work life balance Opportunity to work with great people,11/1/16,CDAY,www.ceridian.com,
1284,4.5,83,Kaiser Permanente, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1945, Health Care Services & Hospitals, 2.9,"1,479","Oakland, CA",14,18,6214,68,77, $10+ billion (USD) per year,Work life balance is not always present in all department upper management is a nightmare part time and full time RNs are always upset,For IT employees Kaiser has great benefits Flexible schedules that provide great work life balance,11/1/16,,www.kaiserpermanente.org,
229,4.0,89,Massachusetts General Hospital, 1811,4.0,10000+ employees,10/22/17,, Hospital, 2.7,269,"Boston, MA",11,15,1129,74,81, Health Care Services & Hospitals,Little work life balance low salary for research fellows Long hours not really seen as a training position by PIs,Great benefits and work environment Everyone is extremely accepting and it is a very nice work environment to be a part of,11/1/16,,www.massgeneral.org,
1745,4.2,91,Cisco Systems, Company - Private,4.0,10000+ employees,10/22/17, 1984, Computer Hardware & Software, 3.0,"3,366","San Jose, CA",11,19,6186,70,80, $10+ billion (USD) per year,Work Life balance can be challenging at times Big company going through major business transition,Work life balance is generally good with Cisco IT With best IT environment providing very flexible work style,11/1/16,,www.cisco.com,
128,4.3,93,Insperity, Company - Public (NSP) ,4.1,1001 to 5000 employees,10/22/17, 1986, Consulting, 2.8,174,"Kingwood, TX",37,19,586,44,83, $2 to $5 billion (USD) per year,Hard sales cycle tends to be seasonal Lacks work life balance during a huge chunk of year,Really believes in work life balance Great benefits and corporate culture,11/1/16,NSP,www.insperity.com,
30,4.4,98,Taylor Morrison, Company - Public (TMHC) ,4.7,1001 to 5000 employees,10/22/17, 2007, Construction, 2.8,37,"Scottsdale, AZ",8,5,411,87,94, $2 to $5 billion (USD) per year,There are no cons to being a part of this family Work Life Balance can be a challenge,Work life balance management is very open to changes or suggestions Fast career growth competitive salary and great benefits,11/1/16,TMHC,www.taylormorrison.com,
147,4.2,82,QuikTrip, Company - Private,3.7,5001 to 10000 employees,10/22/17, 1958, Convenience Stores & Truck Stops, 2.3,314,"Tulsa, OK",6,12,1409,82,70, $1 to $2 billion (USD) per year,there are no breaks while working so you have to find time for yourself to eat and drink Part time Clerks don t get many benefits vs that of full time workers,Great pay fast paced good benefits Good pay for the convenience store industry,11/1/16,,www.quiktrip.com,
147,3.6,82,Darden, Company - Public (DRI) ,3.8,10000+ employees,10/22/17, 1968, Casual Restaurants, 2.3,284,"Orlando, FL",11,18,1555,71,72, $5 to $10 billion (USD) per year,Stand on feet for Long hours very fast paced environment takes a tole on your body Work life balance did not always happen,flexible schedule supportive team intensive training continued learning education opportunities for advacement flexible hours decent pay at times,11/1/16,DRI,www.darden.com,
2303,4.5,91,Apple, Company - Public (AAPL) ,4.0,10000+ employees,10/22/17, 1976, Computer Hardware & Software, 3.0,"7,031","Cupertino, CA",15,20,14921,65,77, $10+ billion (USD) per year,Work life balance is non existent working in a mall with long hours,Great company with great benefits It s a really fun work environment,11/1/16,AAPL,www.apple.com,
1610,4.1,91,Accenture, Company - Public (ACN) ,3.8,10000+ employees,10/22/17, 1989, Consulting, 2.8,"12,428","Dublin, Co. Dublin (Ireland)",13,17,5654,70,78, $10+ billion (USD) per year,High work volumes which can at times impact work life balance Sometimes I have long working hours,Work life balance is well maintained Good work culture for employees,11/1/16,ACN,www.accenture.com,
241,4.0,94,CDW, Company - Public (CDW) ,3.9,5001 to 10000 employees,10/22/17, 1984, IT Services, 2.7,600,"Lincolnshire, IL",10,17,1914,73,78, $10+ billion (USD) per year,The only con is the base salary for AM s not enough exposure to different Account Managers unless you go looking for it,I loved my time at this great company not many companies can compete with work life balance The family like culture makes CDW a great place to work,11/1/16,CDW,www.cdw.com,
428,4.3,87,Travelers, Company - Public (TRV) ,3.8,10000+ employees,10/22/17, 1853, Insurance Carriers, 3.0,"1,068","Hartford, CT",18,22,2438,60,75, $10+ billion (USD) per year,Work Life Balance is emphasized but many roles don t afford this luxury Primary office location in Hartford,You d expect to get great benefits from a company with 30k employees and you d right Work life balance better than industry,11/1/16,TRV,www.travelers.com,
1354,4.4,95,T-Mobile, Company - Public (TMUS) ,4.0,10000+ employees,10/22/17, 2001, Telecommunications Services, 2.7,"1,688","Bellevue, WA",15,17,4542,68,84, $10+ billion (USD) per year,work life balance can be better Sometimes upper management gives contraction in orders,Great Benefits come with the job Great opportunity great atmosphere nice people great pay,11/1/16,TMUS,www.tmobile.careers,
290,4.2,86,Toyota North America, 1957,3.6,10000+ employees,10/22/17,, Company - Public (TM) , 2.9,437,"Plano, TX",12,18,838,70,63, Transportation Equipment Manufacturing,Poor work life balance for many of the positions Long hours needed to hit your bonuses,They have great benefits for Team Members along with a best in class work life balance Work life balance is amazing you can flex your time and work from home,11/1/16,,www.toyota.com/usa/careers,
1897,4.1,89,Deloitte, Company - Private,3.8,10000+ employees,10/22/17, 1850, Accounting, 3.0,"11,000","New York, NY",11,18,30428,71,79, $10+ billion (USD) per year,You won t really have a perfect work life balance if you wish to succeed here in Deloitte Long working hours are expected,Great work life balance at Deloitte Employee friendly good work culture,11/1/16,,www.deloitte.com,
298,4.1,93,Stryker, Company - Public (SYK) ,3.9,10000+ employees,10/22/17, 1941, Health Care Products Manufacturing, 3.3,"1,300","Portage, MI",23,25,2153,52,76, $10+ billion (USD) per year,Shift pattern can be hard to achieve a good work life balance sometimes long hours but overall good,Flexible timing work life balance Great company with a great mission to make healthcare better,11/1/16,SYK,www.stryker.com,
273,3.7,53,J. Crew, Company - Private,3.7,10000+ employees,10/22/17, 1983," Department, Clothing, & Shoe Stores", 2.2,678,"New York, NY",8,15,2476,77,67, $2 to $5 billion (USD) per year,Lack of benefits for part time employees At the time I worked there you had on call shifts which could be a bit irritating,Great discount and gave monthly items Also offered a nice employee discount,11/1/16,,www.jcrew.com,
187,3.4,95,Slalom, Company - Private,4.3,5001 to 10000 employees,10/22/17, 2001, Consulting, 2.8,983,"Seattle, WA",15,8,1258,77,84, $1 to $2 billion (USD) per year,Lower salary compared to market industry Some roles can be more staff aug rather than consulting Our current 401k match is 50 of contributions up to 6 of your salary in total,Higher management really care about your work life balance Collaborative space with great people,11/1/16,,www.slalom.com,
154,3.7,90,Extra Space Storage, Company - Public (EXR) ,4.1,1001 to 5000 employees,10/22/17, 1977, Real Estate, 2.7,175,"Salt Lake City, UT",22,10,1030,68,82, $1 to $2 billion (USD) per year,Schedules as we don t have Saturdays off It s really all about who upper management likes best is how you move up in this company,Work life balance family is important We are closed on Sundays which makes a perfect family day,11/1/16,EXR,www.extraspace.com,
512,3.0,90,Chick-fil-A, Company - Private,3.9,5001 to 10000 employees,10/22/17, 1946, Fast-Food & Quick-Service Restaurants, 2.2,"1,331","Atlanta, GA",11,15,5449,74,75, $5 to $10 billion (USD) per year,Fast paced that may not be for everyone Long hours of standing on your feet,Superb customer service at all times You get free food on breaks every shift you work,11/1/16,,www.chick-fil-a.com,
391,4.2,93,Hyatt, Company - Public (H) ,3.9,10000+ employees,10/22/17, 1957," Hotels, Motels, & Resorts", 2.4,571,"Chicago, IL",12,14,2841,74,77, $2 to $5 billion (USD) per year,Unexpected shifts and long hours Work life balance will always be challenging in the hospitality industry where we offer services 24 7,There are a lot of great benefits Great company to work for in every department,11/1/16,H,www.hyatt.com,
397,4.2,88,Trader Joe's, Company - Private,4.2,10000+ employees,10/22/17, 1967, Grocery Stores & Supermarkets, 2.3,811,"Monrovia, CA",11,17,2765,72,84, $10+ billion (USD) per year,Management is not a diverse representation of the crew members Mates captains sometimes pick favorites which leads to distrust in the store,Awesome place to work and great benefits Work environment is stellar I ve been working there for 6 years,11/1/16,,www.traderjoes.com,
1377,4.3,92,Capital One, Company - Public (COF) ,3.8,10000+ employees,10/22/17, 1994, Banks & Credit Unions, 3.1,"3,928","Mc Lean, VA",15,20,6893,65,73, $10+ billion (USD) per year,Performance management associates in the same job level are ranked against each other by management Work life balance is easy to lose,Work in harmony good work life balance Great benefits amp paid time off,11/1/16,COF,www.capitalonecareers.com,
70,4.2,,Guidewire, Company - Public (GWRE) ,4.1,1001 to 5000 employees,10/22/17, 2001, Computer Hardware & Software, 3.1,279,"San Mateo, CA",29,16,719,55,80, $500 million to $1 billion (USD) per year,Guidewire is experiencing some growing pains r Menschen die eine Work Life Balance als Lebensziel haben,Work life balance with flexibility and respect for personal needs smart people around you makes it interesting,11/1/16,GWRE,www.guidewire.com,
479,3.3,90,Northwestern Mutual, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1857, Brokerage Services, 2.4,"2,609","Milwaukee, WI",13,27,3542,60,64, $10+ billion (USD) per year,Having to call on friends and family 100 commission based you get paid based on how hard you work,Great People flexibile hours and good pay Backed by a giving company who cares about their employees and provide great training and development,11/1/16,,www.northwesternmutual.com,
56,4.4,94,Arm, 1990,4.2,5001 to 10000 employees,10/22/17,, Subsidiary or Business Segment, 3.1,524,"Cambridge, England (UK)",21,14,199,65,91, Computer Hardware & Software,HQ is at Cambridge so for some this may be a downside compared to living in London for example as it is much smaller Work life balance might be tricky in some positions although may not be a problem if you enjoy what you are doing,Good compensation vacations Good work life balance amazing location and work environment,11/1/16,,www.arm.com,
417,4.3,67,Yahoo, 1994,4.0,5001 to 10000 employees,10/22/17,, Company - Public (YHOO) , 3.0,"1,008","Sunnyvale, CA",18,24,3400,58,70, Internet,Senior management enjoying absolute powers Upper management that is a holdover from the pre buyout days tends to be competitive to the point of betrail,Free food mob lp top not much now Work life balance is commendable,11/1/16,,www.yahoo.com,
64,3.7,96,Kwik Trip, Company - Private,4.1,10000+ employees,10/22/17, 1971, Convenience Stores & Truck Stops, 2.6,104,"La Crosse, WI",12,11,546,77,84, $2 to $5 billion (USD) per year,20 minute breaks are way too short to get through the day Some store leaders aren t the easiest to work for,Profit sharing fair wages can be fun Good pay a verity of learning experience good benefits,11/1/16,,www.kwiktrip.com,
174,4.0,92,Kronos Incorporated, Company - Private,4.0,5001 to 10000 employees,10/22/17, 1977, Computer Hardware & Software, 2.8,340,"Lowell, MA",23,11,1319,66,80, $1 to $2 billion (USD) per year,There are no cons to write about The work life balance can get a little out of hand as projects are very time sensitive,Kronos offers a flexible work life balance great work environment new office in Lowell is comfortable,11/1/16,,www.kronos.com,
361,4.0,88,Procter & Gamble, Company - Public (PG) ,4.0,10000+ employees,10/22/17, 1837, $10+ billion (USD) per year, 3.3,"2,698","Cincinnati, OH",9,21,6638,70,84,,algumas pessoas com a mentalidade muito fora da P G Work life balance could be improved,People at P G are known for being top notch they re always happy to help regardless of their ranking in the company Work life balance is well promoted,11/1/16,PG,www.pg.com,
224,4.1,81,REI, Company - Private,3.8,5001 to 10000 employees,10/22/17, 1938, Sporting Goods Stores, 2.4,451,"Kent, WA",14,12,1568,74,77, $2 to $5 billion (USD) per year,They keep expenses down by not providing full time work for most of the staff When you are working part time you cannot expect large paychecks,Great coworkers and management really does a good job of working with you to create a satisfying work life balance great company with great people,11/1/16,,www.rei.com,
274,4.1,85,3M, Company - Public (MMM) ,3.9,10000+ employees,10/22/17, 1902, Miscellaneous Manufacturing, 2.8,667,"Saint Paul, MN",13,16,2737,71,81, $10+ billion (USD) per year,Plano de carreira mto competitivo Burocratico Hierarquia Rigido Work life balance in engineering can be long some days,Flexability focus on work life balance Takes care of its employees once you re in you are solid good benefits extremely ethical,11/1/16,MMM,www.3m.com/careers,
218,4.4,89,Roche, Company - Public (RHHBY) ,4.0,5001 to 10000 employees,10/22/17, 1896, Biotech & Pharmaceuticals, 3.0,656,"Pleasanton, CA",15,18,2490,67,80, $10+ billion (USD) per year,Work life balance is definitely a challenge Long decision making process many layers to align,Work life Balance und agiles und innovatives Arbeiten Very good benefits for employees,11/1/16,RHHBY,www.roche.com/careers,
248,4.5,79,Capital Group, Company - Private,3.5,5001 to 10000 employees,10/22/17, 1931, Investment Banking & Asset Management, 3.1,373,"Los Angeles, CA",17,25,1109,58,61, $1 to $2 billion (USD) per year,It s bred into the culture from Senior Management down It s a call center so adherence is a must,Great benefits and compensation Excellent benefits work life balance room for growth all things companies preach but rarely display,11/1/16,,www.capitalgroup.com,
217,4.7,99,Zillow, Company - Public (Z) ,3.9,1001 to 5000 employees,10/22/17, 2005, Real Estate, 2.9,670,"Seattle, WA",31,14,750,55,72, $500 million to $1 billion (USD) per year,Very little work life balance in sales positions Then upper management says asks why security hasn t solved for X problem,We also get a lot of vacation time which is nice as Zillow really cares about it s employee s Work Life balance You can t deny that Zillow has pretty great benefits,11/1/16,Z,www.zillow.com,
178,4.3,81,Electronic Arts, Company - Public (EA) ,3.7,5001 to 10000 employees,10/22/17, 1982, Video Games, 2.7,551,"Redwood City, CA",19,19,1831,62,69, $2 to $5 billion (USD) per year,Long hours and customer service is never a thankful position Work Life balance can be difficult if you want to please Management,Great work environment and a lot to learn Good work life balance good compensations,11/1/16,EA,www.ea.com,
482,4.0,89,United Airlines, Company - Public (UAL) ,3.9,10000+ employees,10/22/17, 1926, Airlines, 2.9,"2,914","Chicago, IL",6,18,2780,76,80, $10+ billion (USD) per year,New flight attendants will most likely start as a reserve but it was no problem for me to be on reserve for a few years since I enjoyed the job Lack of communication care by upper management,The flight benefits are the best in the industry Flexibility travel benefits fun place to work,11/1/16,UAL,www.united.com,
485,4.0,93,NIKE, Company - Public (NKE) ,3.9,10000+ employees,10/22/17, 1972, Consumer Products Manufacturing, 2.6,"1,421","Beaverton, OR",11,16,4558,73,81, $10+ billion (USD) per year,long hours really hard but it isnt that bad We are open until 11PM so the work life balance is almost nonexistent,You get the best work environment Great team with an even better work life balance,11/1/16,NKE,jobs.nike.com,
215,4.3,76,Eli Lilly and Company, Company - Public (LLY) ,3.8,10000+ employees,10/22/17, 1876, Biotech & Pharmaceuticals, 3.1,536,"Indianapolis, IN",12,21,1784,67,75, $10+ billion (USD) per year,Indianapolis can be perceived as somewhat boring Weak pipeline and continuous restructuring,Benefits flexibility work life balance work from home opportunities personal well being encouraged Great benefits in an affordable city,11/1/16,LLY,www.lilly.com,
72,3.8,91,Discount Tire, Company - Private,4.2,10000+ employees,10/22/17, 1960, Automotive Parts & Accessories Stores, 1.7,103,"Scottsdale, AZ",4,13,812,83,84, $2 to $5 billion (USD) per year,Long hours can get to you sometimes Hard work and difficult on body,Good pay with good benefits working with friends Great company to work for they offer great benefits,11/1/16,,www.discounttire.com,
229,4.1,90,SpaceX, Company - Private,4.1,5001 to 10000 employees,10/22/17, 2002, Aerospace & Defense, 3.4,610,"Hawthorne, CA",13,18,1177,69,81, Unknown / Non-Applicable,Long hours makes personal life hard to do anything Work life balance is hard to maintain,You get to walk around a rocket factory and see rockets being built Fast paced manufacturing environment,11/1/16,,www.spacex.com,
207,4.0,92,Wegmans Food Markets, Company - Private,4.0,10000+ employees,10/22/17, 1916, Grocery Stores & Supermarkets, 2.7,565,"Rochester, NY",14,18,2202,68,82, $5 to $10 billion (USD) per year,I only left to secure a full time position in my current field Not a lot of upward mobility for part time employees,The allow for very flexible scheduling flexible hours and mostly nice people,11/1/16,,jobs.wegmans.com,
46,3.8,98,Oshkosh Corporation, Company - Public (OSK) ,4.2,10000+ employees,10/22/17, 1917, Transportation Equipment Manufacturing, 2.9,63,"Oshkosh, WI",11,16,339,73,85, $5 to $10 billion (USD) per year,Still a culture change taking place toward people first Crazy hours no work life balance,People first culture is evident every day Building a strong people first culture with a CEO that walks the talk,11/1/16,OSK,www.oshkoshcorp.com,
152,3.6,92,Protiviti, Company - Public,3.8,1001 to 5000 employees,10/22/17, 2002, Consulting, 2.8,644,"Menlo Park, CA",10,14,1391,76,76, $500 million to $1 billion (USD) per year,Work life balance can become blurred if you are a consultant that travels often more internal audit than management consulting,Good emphasis on work life balance Great people and culture to work with,11/1/16,,www.protiviti.com,
154,4.1,84,Texas Health Resources, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1997, Health Care Services & Hospitals, 2.6,140,"Arlington, TX",11,20,673,69,78, $500 million to $1 billion (USD) per year,There are no cons I can think of The management and upper management is almost abusive,The company has great benefits such as tuition assistance Good benefits if you are benefits eligible,11/1/16,,www.texashealth.org,
293,4.4,90,Memorial Sloan Kettering, Nonprofit Organization,3.9,10000+ employees,10/22/17, 1884, Health Care Services & Hospitals, 3.0,542,"New York, NY",14,18,1261,68,76, $2 to $5 billion (USD) per year,Wished they were more MSK locations in Florida Easy to get lost and depressed in work if you can not find the work life balance,Great Benefits good pay great work life balance good benefits great area to work in,11/1/16,,www.mskcc.org,
44,4.4,97,Progressive Leasing, Subsidiary or Business Segment,4.3,1001 to 5000 employees,10/22/17, 1999, Financial Transaction Processing, 2.6,76,"Draper, UT",20,7,257,73,82, $1 to $2 billion (USD) per year,Growing pains sometimes their isn t always a process or procedure in place for one off things BUT I know that s being worked on I do not have any cons for Progressive Leasing,Progressive Leasing has recently gone from small business to Enterprise level of work We get free snacks free sodas free cereal and fruits,11/1/16,,www.progleasing.com,
79,3.7,98,Smile Brands, Company - Private,4.6,5001 to 10000 employees,10/22/17, 1998, Health Care Services & Hospitals, 2.2,73,"Irvine, CA",10,15,935,75,94, $500 million to $1 billion (USD) per year,No cons in all the time I have worked here Still would love to see 401K match,They also provide great benefits which allow employees to have flexibility with their working schedule Having a Culture that promotes Smiles For Everyone makes it easy to get involved with helping the less fortunate,11/1/16,,www.smilebrands.com,
137,4.3,94,Yardi Systems, Company - Private,4.2,5001 to 10000 employees,10/22/17, 1982, Computer Hardware & Software, 2.9,345,"Santa Barbara, CA",19,19,1074,62,85, $500 million to $1 billion (USD) per year,No free food or drinks low pay no cons that I have encountered,Good working culture work life balance Great work environment and culture,11/1/16,,www.yardi.com,
511,4.0,94,Hilton, Company - Public (HLT) ,4.1,10000+ employees,10/22/17, 1919," Hotels, Motels, & Resorts", 2.6,"1,025","Mc Lean, VA",16,19,4286,65,82, $10+ billion (USD) per year,can sometimes run into long hours Work Life Balance should be improved,Team Member travel program is the best in the biz Great benefits for traveling vacation,11/1/16,HLT,www.hilton.com,
56,4.0,80,Ellie Mae, Company - Private,3.6,1001 to 5000 employees,10/22/17, 1997, Computer Hardware & Software, 3.0,60,"Pleasanton, CA",38,8,339,54,65, $100 to $500 million (USD) per year,Though we are growing rapidly there are still a few growing pains we re working through still no cons that I can think of,Work life balance with Ellie Mae is fantastic Ellie Mae provides a lot of perks for the employees from free ice cream to chair massages,11/1/16,,www.elliemae.com,
2670,4.4,97,Microsoft, Company - Public (MSFT) ,4.2,10000+ employees,10/22/17, 1975, Computer Hardware & Software, 3.1,"8,015","Redmond, WA",13,22,20565,65,87, $10+ billion (USD) per year,May need more work life balance but still managable Poor review system promotes mediocrity,They have a great work life balance with lots of flexibility Good salary Smart people Beautiful workplaces,11/1/16,MSFT,www.microsoft.com,
532,4.4,94,Johnson & Johnson, Company - Public (JNJ) ,4.0,10000+ employees,10/22/17, 1887, Biotech & Pharmaceuticals, 2.9,"1,482","New Brunswick, NJ",13,21,5293,66,84, $10+ billion (USD) per year,A J J consumo entrou em um looping muito negativo de resultados que j Work life balance can be tricky in some departments due to lack of resources,Great work life balance at the office rios descontos em produtos J J fretado sem descontos para os estagi,11/1/16,JNJ,www.jnj.com,
77,3.8,95,Kimpton Hotels & Restaurants, Company - Private,4.4,5001 to 10000 employees,10/22/17, 1981," Hotels, Motels, & Resorts", 2.5,125,"San Francisco, CA",20,11,589,69,83, $1 to $2 billion (USD) per year,Long hours and varying schedule Work life balance at a property level,Great company great benefits great staff Kimpton is a great company to work for if you d like to learn aspects of the hospitality industry,11/1/16,,www.kimptonhotels.com,
83,4.0,91,Forrester, Company - Public (FORR) ,4.1,1001 to 5000 employees,10/22/17, 1983, Research & Development, 3.1,217,"Cambridge, MA",22,17,786,61,83, $100 to $500 million (USD) per year,Its incredible to be surrounded by such smart people all the time Food options for purchase are somewhat limited,Great work life balance ,11/1/16,FORR,www.forrester.com,
